Price,Close,High,Low,Open,Volume
Ticker,GDX,GDX,GDX,GDX,GDX
Date,,,,,
2006-05-22,31.82394027709961,31.875229026592905,30.661421374794852,31.217038081588704,197100
2006-05-23,32.44792938232422,33.52496998622422,32.268423701932655,32.268423701932655,620900
2006-05-24,31.217021942138672,32.114553399194826,30.661405522602955,31.73844587968998,638600
2006-05-25,32.75565719604492,32.75565719604492,31.610234805899513,31.78119400428064,367000
2006-05-26,32.95226287841797,33.11467560268959,32.285525515800174,33.11467560268959,269400
2006-05-30,32.627445220947266,33.95237689738298,32.57615973102548,33.76432140559958,559100
2006-05-31,33.20869827270508,33.44804246896599,32.584699933207396,33.251440520420886,350700
2006-06-01,32.9351692199707,32.97791147336635,31.77265036037344,31.79829636456605,641300
2006-06-02,33.44803237915039,33.6702770006629,33.16594928104155,33.60189529434163,277300
2006-06-05,32.5932502746582,34.42250633918931,32.567604273411234,34.42250633918931,436000
2006-06-06,31.635873794555664,32.507762668255666,31.38798641009962,32.507762668255666,663600
2006-06-07,30.892208099365234,32.097465693221324,30.618674692303955,31.037524556052716,484100
2006-06-08,30.148542404174805,30.242570133764445,28.738132981881662,30.148542404174805,812800
2006-06-09,29.97758674621582,30.934953881328735,29.798081019777673,30.55884617915698,542200
2006-06-12,28.87489891052246,30.456267501530363,28.857802663720815,30.328047280905842,584700
2006-06-13,27.52432632446289,28.336380063223338,27.199504176803618,27.91753019433832,1580900
2006-06-14,28.233806610107422,28.635560290466742,27.567069234852312,28.07994363723687,646800
2006-06-15,29.866456985473633,29.960484708042845,29.06295298849444,29.404871386786933,882200
2006-06-16,29.550189971923828,29.917751175802923,29.319395500131645,29.917751175802923,602300
2006-06-19,28.721040725708008,29.46471291174414,28.695397981629593,29.208272427855153,366100
2006-06-20,29.35358428955078,29.686952953093318,28.72103619558558,28.986023132112678,388500
2006-06-21,30.652862548828125,30.806725474633755,29.57582206818872,29.57582206818872,551000
2006-06-22,30.464813232421875,30.95204484136519,30.06305959457277,30.772539145601986,590000
2006-06-23,31.011878967285156,31.199934409916363,30.045965537421424,30.063058522410202,467800
2006-06-26,31.31106185913086,31.456375073124153,30.90076169748553,31.30251210491018,301500
2006-06-27,30.328046798706055,31.670071173929085,30.328046798706055,31.601689448585393,469200
2006-06-28,30.182735443115234,30.712706074899092,29.9177484968354,30.51610411892727,415200
2006-06-29,32.44792938232422,32.44792938232422,30.721247775722468,30.729797528565097,588500
2006-06-30,33.080482482910156,33.3882084170134,32.75566030127053,33.080482482910156,1069400
2006-07-03,34.38831329345703,34.38831329345703,33.61045199080025,33.67883697866162,561200
2006-07-05,33.6531867980957,34.584910946944625,33.208694214529906,34.27718506133943,685600
2006-07-06,33.960914611816406,34.183162546604976,33.37110880477069,33.7643126761345,411100
2006-07-07,33.36256408691406,34.08913997012338,33.294182354118156,33.91818074696966,500500
2006-07-10,33.05482864379883,33.44803572235316,32.69581731298513,32.81548775658969,401400
2006-07-11,33.98655700683594,33.98655700683594,33.15741028834005,33.36255871446824,512700
2006-07-12,33.755767822265625,34.58491458938739,33.65319034241036,34.28573842508195,519500
2006-07-13,32.76420593261719,33.76431183183088,32.72146368876671,33.74721558644576,647700
2006-07-14,33.311275482177734,33.44804219573431,32.77275512095938,33.25144024879521,459500
2006-07-17,31.969253540039062,33.05483757802619,31.969253540039062,32.75566138815193,777700
2006-07-18,31.627323150634766,32.447923184930175,31.14009167647345,32.38808796956122,800200
2006-07-19,32.85823059082031,32.918065819644255,31.54185229591813,31.54185229591813,515300
2006-07-20,31.48202133178711,32.7642105701776,31.48202133178711,32.66163308334775,415200
2006-07-21,30.610130310058594,31.883769713091734,30.610130310058594,31.6957175207582,646200
2006-07-24,31.362346649169922,31.47347062615542,30.08015744953586,30.345144391339506,1086500
2006-07-25,32.217140197753906,32.302621436181816,31.13155292553817,31.48202111192886,949400
2006-07-26,32.789852142333984,32.815494882739195,31.78119638323627,32.04618332360118,361800
2006-07-27,32.05472946166992,33.653191057807994,31.943605486518933,33.63609481080202,518000
2006-07-28,33.148860931396484,33.148860931396484,32.217136727923155,32.29406820383473,371400
2006-07-31,33.131771087646484,33.217252333385595,32.67873189794557,33.10612834431281,233900
2006-08-01,33.97801208496094,33.97801208496094,32.73856193536699,32.9864526174409,536600
2006-08-02,34.75587844848633,34.79007094634944,34.02930580316371,34.48234498713362,944300
2006-08-03,34.114784240722656,34.576373185684844,33.815608032382045,34.43960645318969,496400
2006-08-04,33.84123992919922,34.84989548085553,33.79850095038837,34.764414262458764,501700
2006-08-07,34.29429244995117,34.55072968435848,33.952377224333546,34.020758965146534,279900
2006-08-08,33.95236587524414,34.57636413267244,33.82414567051185,34.18316028729711,361100
2006-08-09,34.687496185302734,34.926837145147566,34.020755530229806,34.22590725350825,631000
2006-08-10,33.97801208496094,34.51653243479635,33.49932696724328,34.44814744907572,745600
2006-08-11,33.071929931640625,34.396861287057526,33.063383438983166,34.27718756442446,512100
2006-08-14,32.51631546020508,33.20014897582327,32.379548757081444,32.92661556957599,420300
2006-08-15,32.960811614990234,33.09757833286257,32.610346696643894,32.610346696643894,298300
2006-08-16,33.499332427978516,33.730126901244134,33.38821169923205,33.53352492641256,199600
2006-08-17,32.721473693847656,33.4138571701621,32.49922895743731,33.37966466893701,277300
2006-08-18,32.80694580078125,32.95225899931199,32.157301501721946,32.95225899931199,317100
2006-08-21,34.439598083496094,34.439598083496094,33.3369147365473,33.4651349436903,408000
2006-08-22,34.61910629272461,34.61910629272461,33.90962674673848,34.19170991874036,304100
2006-08-23,34.51652526855469,35.23455116566849,34.38830507733708,35.00375677794174,402700
2006-08-24,33.97801208496094,34.781516102524826,33.84979186712255,34.704584623976906,327300
2006-08-25,34.17462158203125,34.48234756424562,34.02075859092406,34.277195822510606,188200
2006-08-28,33.413848876953125,34.08913593505097,33.37965638421449,34.080586181478516,345900
2006-08-29,33.6360969543457,33.6360969543457,32.86678535470476,33.379659754465386,853100
2006-08-30,33.772857666015625,34.277185482334936,33.42239279438867,34.072037063262016,525600
2006-08-31,34.696041107177734,34.70458760073809,34.208809454840846,34.43960391028082,535200
2006-09-01,34.95247268676758,35.11488538529533,34.20025420408864,34.4054058851012,241700
2006-09-05,35.98677444458008,36.04660967783732,35.47390008501066,35.602120305290846,669700
2006-09-06,35.64485549926758,36.39707397260742,35.525185045485735,35.76452595304942,664700
2006-09-07,34.44814682006836,35.02085965230662,34.371215342925176,34.619106020472714,851900
2006-09-08,33.54206466674805,33.84978727844928,33.42239095795989,33.84978727844928,754000
2006-09-11,31.114458084106445,32.29406975712048,30.99478435744031,32.06327531828496,1646500
2006-09-12,30.832372665405273,31.584591160210998,30.54174301473775,31.1230023160728,725900
2006-09-13,31.07171630859375,31.405088232488037,30.900760360884703,31.080266062444615,386500
2006-09-14,29.87500762939453,31.31960622065221,29.721144671653995,31.199935755915263,859600
2006-09-15,30.114351272583008,30.319502988315897,29.3535861689637,29.926295804892522,784400
